,vendor_id, pickup_datetime, dropoff_datetime, passenger_count, trip_distance, pickup_longitude, pickup_latitude, rate_code, store_and_fwd_flag, dropoff_longitude, dropoff_latitude, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
0,VTS,2014-06-12 19:38:00,2014-06-03 19:06:00,1.0,1.0,-73.98214,40.745072,1.0,N,-73.94874199999998,40.745072,CRD,6.5,0.0,0.5,0.0,0.0,9.0
