,vendor_id, pickup_datetime, dropoff_datetime, passenger_count, trip_distance, pickup_longitude, pickup_latitude, rate_code, store_and_fwd_flag, dropoff_longitude, dropoff_latitude, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
0,VTS,2014-10-09 20:06:00,2014-10-15 19:56:00,1,1.0,-73.98231,40.77409,1,N,-73.955877,40.785089,CRD,6.5,0.0,0.5,0.0,0.0,9.0
