0,1,2,3,4,5,6,7,8,9
0.130023641,0.033096927,0.101654846,0,0,0.044917258,0.690307329,0,423,TRUE
0.147402597,0.237012987,0.237012987,0,0,0.162337662,0.216233766,0,1540,FALSE
0.26622903,0.005105762,0.26622903,0,0,0.198395332,0.150984683,0.113056163,1371,FALSE
0.093548387,0.029032258,0.467741935,0,0,0.141935484,0.267741935,0,310,TRUE
0.175317186,0.089965398,0.412918108,0,0,0.131487889,0.190311419,0,867,TRUE
0.214076246,0.214076246,0.214076246,0,0,0.159530792,0.198240469,0,1705,FALSE
0.327044025,0.287511231,0.283018868,0,0,0.080862534,0.021563342,0,1113,FALSE
0.163265306,0.202569917,0.275888133,0,0,0.185941043,0.172335601,0,1323,FALSE
0.21817095,0.217573222,0.21817095,0,0,0.162582188,0.18350269,0,1673,FALSE
0.211015262,0.207033842,0.242203052,0,0,0.160583942,0.179163902,0,1507,FALSE
0.360315893,0.000987167,0.360315893,0,0,0.195459033,0.058242843,0.024679171,1013,FALSE
0.272795217,0.002242152,0.272795217,0,0,0.20328849,0.205530643,0.043348281,1338,FALSE
0.215339233,0.215339233,0.215339233,0,0,0.160471976,0.193510324,0,1695,FALSE
0.122005988,0.241766467,0.273203593,0,0,0.145958084,0.217065868,0,1336,FALSE
0.172521957,0.225846926,0.228983689,0,0,0.163111669,0.209535759,0,1594,FALSE
0.213200935,0.213200935,0.213200935,0,0,0.158878505,0.201518692,0,1712,FALSE
0.206674473,0.213700234,0.213700234,0,0,0.158079625,0.207845433,0,1708,FALSE
0.248403123,0.217175302,0.259048971,0,0,0.141234918,0.134137686,0,1409,FALSE
0.187612748,0.219482862,0.219482862,0,0,0.161755863,0.211665664,0,1663,FALSE
0.205809642,0.220642769,0.225587145,0,0,0.168108776,0.179851669,0,1618,FALSE
0.212193664,0.21817095,0.21817095,0,0,0.161984459,0.189479976,0,1673,FALSE
0.149171271,0.11878453,0.330570902,0,0,0.167587477,0.23388582,0,1086,TRUE
0.19190326,0.19190326,0.19190326,0,0,0.142481598,0.1829653,0.098843323,1902,FALSE
0.215339233,0.215339233,0.215339233,0,0,0.160471976,0.193510324,0,1695,FALSE
0.217520858,0.217520858,0.217520858,0,0,0.162097735,0.18533969,0,1678,TRUE
0.082742317,0.122931442,0.43498818,0,0,0.087470449,0.271867612,0,423,TRUE
0.228267667,0.228267667,0.228267667,0,0,0.169480926,0.145716073,0,1599,FALSE
0.215346535,0.225247525,0.225866337,0,0,0.16460396,0.168935644,0,1616,TRUE
0.150406504,0.12195122,0.56097561,0,0,0.085365854,0.081300813,0,246,TRUE
0.165137615,0.25758645,0.251235004,0,0,0.122794637,0.203246295,0,1417,FALSE
0.166666667,0.230429293,0.230429293,0,0,0.160984848,0.211489899,0,1584,FALSE
0.218040621,0.218040621,0.218040621,0,0,0.162485066,0.18339307,0,1674,FALSE
0.245625841,0.245625841,0.245625841,0,0,0.176985195,0.086137281,0,1486,FALSE
0.216736905,0.21974714,0.21974714,0,0,0.163756773,0.180012041,0,1661,FALSE
0.211839814,0.211839814,0.211839814,0,0,0.15786419,0.206616367,0,1723,FALSE
0.213076474,0.213076474,0.213076474,0,0,0.158785756,0.201984822,0,1713,FALSE
0.202925046,0.186471664,0.333638026,0,0,0.209323583,0.067641682,0,1094,FALSE
0.217707702,0.22134627,0.22134627,0,0,0.164948454,0.174651304,0,1649,FALSE
0.22324159,0.22324159,0.22324159,0,0,0.166360856,0.163914373,0,1635,FALSE
0.190104167,0.190104167,0.190104167,0,0,0.141666667,0.190104167,0.097916667,1920,FALSE
0.21073903,0.21073903,0.21073903,0,0,0.15704388,0.21073903,0,1732,FALSE
0.192510549,0.192510549,0.192510549,0,0,0.142405063,0.180379747,0.099683544,1896,FALSE
0.06175772,0.06888361,0.363420428,0,0,0.085510689,0.420427553,0,421,TRUE
0.281635802,0.010802469,0.281635802,0,0,0.209876543,0.148919753,0.06712963,1296,FALSE
0.102591793,0.234341253,0.313174946,0,0,0.097192225,0.252699784,0,926,FALSE
0.207868467,0.214327657,0.214327657,0,0,0.152671756,0.210804463,0,1703,FALSE
0.237940026,0.011734029,0.237940026,0,0,0.177314211,0.209908735,0.125162973,1534,FALSE
0.217650566,0.217650566,0.217650566,0,0,0.162194395,0.184853906,0,1677,FALSE
0.240924092,0.008580858,0.240924092,0,0,0.179537954,0.204620462,0.125412541,1515,FALSE
0.178099434,0.229704216,0.229704216,0,0,0.157960982,0.204531152,0,1589,FALSE
0.225447807,0.225447807,0.225447807,0,0,0.168004941,0.155651637,0,1619,FALSE
0.207476636,0.22741433,0.22741433,0,0,0.155140187,0.182554517,0,1605,FALSE
0.224339275,0.224339275,0.224339275,0,0,0.164105716,0.16287646,0,1627,FALSE
0.198506534,0.227131301,0.227131301,0,0,0.163036714,0.184194151,0,1607,FALSE
0.216745843,0.216745843,0.216745843,0,0,0.158551069,0.191211401,0,1684,FALSE
0.072301426,0.194501018,0.365580448,0,0,0.120162933,0.247454175,0,982,TRUE
0.05573081,0.34384858,0.264984227,0,0,0.079915878,0.255520505,0,951,FALSE
0.200727714,0.22134627,0.22134627,0,0,0.157064888,0.199514857,0,1649,FALSE
0.214327657,0.214327657,0.214327657,0,0,0.159718144,0.197298884,0,1703,FALSE
0.219219219,0.219219219,0.219219219,0,0,0.163363363,0.178978979,0,1665,FALSE
0.210526316,0.220810647,0.220810647,0,0,0.163944344,0.183908046,0,1653,FALSE
0.222767419,0.178606477,0.358194308,0,0,0.070657507,0.169774289,0,1019,FALSE
0.212827988,0.212827988,0.212827988,0,0,0.158600583,0.202915452,0,1715,FALSE
0.221078134,0.221078134,0.221078134,0,0,0.164748637,0.172016959,0,1651,FALSE
0.210460772,0.221046077,0.227272727,0,0,0.165628892,0.175591532,0,1606,FALSE
0.237321196,0.007152146,0.237321196,0,0,0.176853056,0.21716515,0.124187256,1538,FALSE
0.211716937,0.211716937,0.211716937,0,0,0.157772622,0.207076566,0,1724,FALSE
0.211226852,0.211226852,0.211226852,0,0,0.157407407,0.208912037,0,1728,FALSE
0.213544844,0.222696766,0.222696766,0,0,0.165954851,0.175106772,0,1639,FALSE
0.215098862,0.218693829,0.218693829,0,0,0.162971839,0.184541642,0,1669,FALSE
0.148099607,0.237876802,0.239187418,0,0,0.171035387,0.203800786,0,1526,FALSE
0.190104167,0.190104167,0.190104167,0,0,0.141666667,0.190104167,0.097916667,1920,FALSE
0.189807592,0.189807592,0.189807592,0,0,0.141445658,0.189807592,0.099323973,1923,FALSE
0.214579659,0.214579659,0.214579659,0,0,0.159905938,0.196355085,0,1701,FALSE
0.213968254,0.231746032,0.231746032,0,0,0.172063492,0.15047619,0,1575,FALSE
0.198573127,0.217003567,0.217003567,0,0,0.156956005,0.210463734,0,1682,FALSE
0.237321196,0.016905072,0.237321196,0,0,0.176853056,0.210013004,0.121586476,1538,FALSE
0.212703963,0.212703963,0.212703963,0,0,0.158508159,0.203379953,0,1716,FALSE
0.147431621,0.242828552,0.243495664,0,0,0.155436958,0.210807205,0,1499,FALSE
0.213950762,0.213950762,0.213950762,0,0,0.15943728,0.198710434,0,1706,FALSE
0.216488731,0.216488731,0.216488731,0,0,0.159549229,0.190984579,0,1686,FALSE
0.058426966,0.017977528,0.408988764,0,0,0.123595506,0.391011236,0,445,TRUE
0.225308642,0.225308642,0.225308642,0,0,0.167901235,0.15617284,0,1620,FALSE
0.120535714,0.23125,0.308035714,0,0,0.172321429,0.167857143,0,1120,FALSE
0.261274159,0.013600573,0.261274159,0,0,0.194702935,0.225483178,0.043664996,1397,FALSE
0.289223455,0.004754358,0.289223455,0,0,0.215530903,0.155309033,0.045958796,1262,FALSE
0.216232227,0.216232227,0.216232227,0,0,0.161137441,0.190165877,0,1688,FALSE
0.244310576,0.00669344,0.244310576,0,0,0.18206158,0.201472557,0.121151272,1494,FALSE
0.219879518,0.219879518,0.219879518,0,0,0.163855422,0.176506024,0,1660,FALSE
0.220144753,0.220144753,0.220144753,0,0,0.162846803,0.176718938,0,1658,FALSE
0.229559748,0.229559748,0.228930818,0,0,0.147798742,0.164150943,0,1590,FALSE
0.190821256,0.220410628,0.220410628,0,0,0.152777778,0.21557971,0,1656,FALSE
0.216360403,0.216360403,0.216360403,0,0,0.161232958,0.189685833,0,1687,FALSE
0.197844496,0.260969977,0.253271747,0,0,0.098537336,0.189376443,0,1299,FALSE
0.214832254,0.214832254,0.214832254,0,0,0.160094173,0.195409064,0,1699,FALSE
0.211247296,0.237202596,0.263157895,0,0,0.186012978,0.102379236,0,1387,FALSE
0.12037037,0.064814815,0.462962963,0,0,0.074074074,0.277777778,0,108,TRUE
0.24268617,0.002659574,0.24268617,0,0,0.180851064,0.205452128,0.125664894,1504,FALSE
0.235572375,0.191106906,0.345316935,0,0,0,0.228003784,0,1057,FALSE
0.214416616,0.222357972,0.222968845,0,0,0.163103238,0.177153329,0,1637,FALSE
1,0,0,0,0,0,0,0,53,FALSE
0.218432077,0.218432077,0.218432077,0,0,0.16277678,0.18192699,0,1671,FALSE
0.240924092,0.007260726,0.240924092,0,0,0.179537954,0.209240924,0.122112211,1515,FALSE
0.167213115,0.23147541,0.239344262,0,0,0.169180328,0.192786885,0,1525,FALSE
0.06626506,0.02811245,0.506024096,0,0,0.168674699,0.230923695,0,498,TRUE
0.052631579,0.052631579,0.789473684,0,0,0.105263158,0,0,19,TRUE
0.196428571,0.308928571,0.275892857,0,0,0.097321429,0.121428571,0,1120,FALSE
0.220144753,0.220144753,0.220144753,0,0,0.164053076,0.175512666,0,1658,FALSE
0.246621622,0.004054054,0.246621622,0,0,0.183783784,0.19527027,0.123648649,1480,FALSE
0.266423358,0.004379562,0.266423358,0,0,0.198540146,0.181751825,0.082481752,1370,FALSE
0.096440873,0.083811711,0.398392652,0,0,0.144661309,0.276693456,0,871,FALSE
0.210860774,0.210860774,0.210860774,0,0,0.157134604,0.210283073,0,1731,FALSE
0.150909091,0.273636364,0.314545455,0,0,0.152727273,0.108181818,0,1100,FALSE
0.098083427,0.095828636,0.402480271,0,0,0.154453213,0.249154453,0,887,TRUE
0.211471611,0.211471611,0.211471611,0,0,0.155272306,0.210312862,0,1726,FALSE
0.216543376,0.244788164,0.22932078,0,0,0.087424344,0.221923336,0,1487,FALSE
0.215158924,0.223105134,0.223105134,0,0,0.166259169,0.172371638,0,1636,FALSE
0.148087876,0.289666395,0.296175753,0,0,0.206672091,0.059397884,0,1229,FALSE
0.219244823,0.22228989,0.22228989,0,0,0.165042631,0.171132765,0,1642,TRUE
0.226701917,0.231328486,0.241242564,0,0,0.160608063,0.140118969,0,1513,TRUE
0.267399267,0.006593407,0.267399267,0,0,0.199267399,0.18021978,0.079120879,1365,FALSE
0.209053008,0.217391304,0.217391304,0,0,0.157832043,0.198332341,0,1679,FALSE
0.216488731,0.216488731,0.216488731,0,0,0.160142349,0.190391459,0,1686,FALSE
0.214765101,0.272184937,0.271439224,0,0,0.093959732,0.147651007,0,1341,FALSE
0.21073903,0.21073903,0.21073903,0,0,0.15704388,0.21073903,0,1732,FALSE
0.221480583,0.221480583,0.221480583,0,0,0.165048544,0.170509709,0,1648,FALSE
0.230148048,0.245625841,0.245625841,0,0,0.179676985,0.098923284,0,1486,FALSE
0.21134916,0.21134916,0.21134916,0,0,0.157498552,0.208453966,0,1727,FALSE
0.221884498,0.221884498,0.221884498,0,0,0.165349544,0.16899696,0,1645,FALSE
0.214076246,0.214076246,0.214076246,0,0,0.159530792,0.198240469,0,1705,FALSE
