,vendor_id, pickup_datetime, dropoff_datetime, passenger_count, trip_distance, pickup_longitude, pickup_latitude, rate_code, store_and_fwd_flag, dropoff_longitude, dropoff_latitude, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
0,VTS,2014-04-05 23:51:00,2014-04-04 20:04:00,1,1.0,-73.937787,40.758187,1,N,-73.94874199999998,40.745072,CRD,6.5,0.0,0.5,0.0,0.0,9.0
