,vendor_id, pickup_datetime, dropoff_datetime, passenger_count, trip_distance, pickup_longitude, pickup_latitude, rate_code, store_and_fwd_flag, dropoff_longitude, dropoff_latitude, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
0,VTS,2014-02-28 20:20:00,2014-02-28 20:04:00,1,0.9,-73.93771499999998,40.758277,1,N,-73.94872599999998,40.765967,CRD,6.0,0.0,0.5,0.0,0.0,9.0
